,uid,isbn,rating
13967,92299,0060987529,4
13969,92301,0553582755,5
13971,92321,1901072002,1
13975,92355,0330327917,2
13977,92381,0440241537,3
13980,92413,0446312215,2
13984,92479,0345387651,3
13989,92527,0375701427,2
13994,92558,0192142046,1
14000,92580,0380013207,1
14001,92580,0316833169,1
14003,92590,006093090X,3
14004,92605,0140300368,1
14008,92665,0312977360,1
14013,92694,0440229383,1
14017,92721,0671683993,4
14019,92722,0684874350,5
14020,92722,0671025570,1
14026,92777,0452272564,3
14032,92794,0316287555,4
14035,92803,0688003478,1
14041,92829,0345378024,1
14045,92865,0375703845,1
14051,92890,0702220264,1
14059,92946,0446310786,5
14072,92996,0385314698,1
14073,93038,0373483899,1
14080,93099,044023722X,4
14081,93099,0425182878,6
14082,93099,0918956730,1
14083,93099,0743464117,1
14092,93169,0671510053,3
14097,93182,0374172897,4
14099,93198,0451208080,6
14100,93198,0451206711,5
14102,93212,0425117383,2
14108,93291,0887308384,1
14109,93293,0152012397,1
14126,93403,0312195516,6
14127,93406,0395866502,1
14152,93512,8466302395,1
14154,93543,0195117239,1
14167,93600,0553264079,1
14168,93600,0804115362,1
14180,93634,0060976977,3
14181,93635,0743202236,3
14183,93642,043935806X,6
14186,93656,0688148638,1
14195,93690,1576734013,3
14196,93693,0525947299,2
14198,93700,0061030597,2
14199,93700,0380974061,1
14209,93737,0060168889,1
14211,93751,0842329129,5
14212,93751,0842329110,5
14213,93765,055356451X,5
14216,93772,0767904095,1
14221,93814,0590442597,1
14233,93878,067976402X,4
14236,93893,0399137769,1
14240,93910,0486404242,4
14256,93981,044023722X,4
14258,93998,0452282152,5
14260,94006,0671028251,1
14264,94027,0517799995,5
14268,94043,0671004107,4
14274,94085,0451167805,1
14281,94114,0060925485,1
14284,94128,0971880107,1
14285,94129,0971880107,1
14290,94133,1573229148,1
14292,94146,0812969650,1
14298,94157,0064421775,1
14303,94184,0679722025,1
14306,94211,014037972X,1
14311,94262,0140238395,1
14317,94289,0380729407,4
14318,94289,0345340396,1
14329,94322,0753504456,1
14332,94339,0394572734,4
14333,94342,1550544683,4
14334,94348,0552143553,1
14335,94350,0345449347,2
14339,94383,0345348109,6
14343,94399,0064408639,3
14346,94411,0425152251,4
14351,94432,0440241413,4
14354,94437,0446606812,4
14359,94473,0786862564,1
14360,94491,044023722X,4
14363,94504,0684832291,3
14368,94540,0060914653,3
14369,94540,038082101X,4
14372,94551,1561719226,1
14376,94594,0679432469,4
14381,94624,0836204557,2
14410,94731,0679724516,1
14411,94731,0451523032,1
14415,94752,0060187271,3
14416,94752,0060014342,1
14437,94937,080411868X,2
14459,94993,0066214122,3
14465,95019,0671027344,4
14473,95165,0143001302,1
14477,95199,0385313667,1
14482,95209,0672319896,1
14483,95212,0802436811,1
14486,95225,0671025570,1
14488,95230,0905778391,1
14489,95233,0743464834,4
14490,95236,044023722X,4
14491,95236,0684872153,4
14495,95253,0765342855,1
14505,95273,0425098087,1
14506,95279,0684874318,2
14510,95303,0812967224,1
14513,95325,0553208845,4
14516,95361,0425163385,4
14517,95362,0375719180,4
14525,95391,0060652934,6
14526,95391,0671897071,1
14528,95392,067976402X,4
14529,95392,0312278586,5
14530,95418,0743203011,1
14540,95467,0440222656,4
14541,95467,0451202856,3
14545,95482,0060289597,1
14547,95487,0312272057,5
14551,95533,0140244824,1
14558,95561,0345350162,1
14561,95585,0061065757,1
14564,95611,0684846357,1
14565,95620,0312263120,5
14570,95667,0192838717,1
14573,95698,0553268880,3
14575,95703,0375410198,3
14576,95703,0812590988,5
14583,95766,0385720920,4
14586,95776,081297106X,3
14590,95862,0553378279,1
14591,95865,0060172231,1
14592,95870,0440236673,4
14598,95942,0517203170,1
14599,95944,0451410408,1
14602,95961,014036319X,1
14616,96132,0440236673,4
14619,96150,067944761X,2
14621,96177,0679419829,1
14624,96207,0345387651,3
14629,96222,0553279912,5
14638,96303,0425121631,4
14639,96312,0553288342,3
14664,96485,0060955570,1
14668,96514,0440225701,5
14670,96537,075285237X,1
14671,96539,0446516694,5
14674,96575,0750655038,1
14676,96579,0380718472,1
14678,96596,0060083255,1
14680,96600,1885211422,1
14681,96604,0670818577,4
14682,96604,1566195268,1
14694,96675,0060502258,4
14699,96711,1571690042,1
14705,96722,0590213113,1
14706,96722,0743428625,1
14707,96729,1878424114,6
14708,96733,006091307X,5
14709,96733,0345450051,3
14711,96749,0552146986,2
14713,96764,0515128554,2
14715,96764,0425177068,4
14718,96814,015216250X,4
14720,96824,0671021362,2
14737,96982,076790382X,3
14743,96998,0066236150,1
14748,97019,0345345053,1
14750,97019,068801397X,3
14751,97019,0201154927,1
14760,97116,1401300871,1
14764,97152,0061054240,5
14765,97154,044022313X,1
14769,97232,0449912302,4
14781,97302,0451163966,6
14789,97335,0440414857,5
14793,97358,0373250614,1
14797,97378,0553569910,5
14799,97393,0553582801,5
14804,97430,1878424319,6
14811,97481,1585671894,4
14814,97491,0446303011,1
14816,97512,0375707972,3
14818,97519,0316648191,1
14827,97606,0393307115,4
14828,97619,0312204353,1
14832,97629,0440343690,5
14840,97698,1853261580,5
14842,97709,0684195100,1
14851,97826,0440220114,1
14852,97826,1559586710,1
14865,97867,0002251485,2
14868,97909,0590417460,1
14869,97909,0836237080,1
14870,97920,0425182878,6
14871,97920,0802130208,4
14872,97920,0312265859,2
14874,97920,0399149244,1
14875,97920,0684853930,1
14888,98031,0553581295,1
14893,98044,0679412913,1
14895,98048,0743412028,5
14896,98048,0140132708,2
14901,98070,0517065258,1
14902,98076,1565122798,5
14903,98076,0452282829,4
14905,98079,0425163407,2
14912,98139,0345378490,2
14914,98144,0446675237,1
14915,98147,0316779490,4
14924,98190,067179437X,1
14927,98230,0425184226,2
14930,98230,044651506X,3
14931,98230,0399144943,1
14934,98238,0743467523,3
14937,98274,0446609323,1
14947,98321,0743440463,1
14948,98323,0451203771,5
14949,98324,0805063889,4
14952,98339,1892253038,2
14954,98350,0452282152,5
14958,98351,0451191706,1
14967,98392,0394874986,1
14975,98406,0446603589,5
14983,98425,0373263597,1
14984,98442,0590819747,1
14985,98458,0971880107,1
14987,98474,0590431978,1
14996,98491,0385503822,4
14998,98510,0002006502,1
14999,98510,0887621430,1
15000,98510,1894345762,1
15001,98510,1894800311,1
15003,98529,0486404269,1
15021,98674,0688162827,2
15024,98696,0802139256,6
15026,98727,0345380371,4
15036,98776,0553211404,3
15044,98829,0070522626,1
15045,98829,1576852768,1
15052,98856,0812576063,1
15058,98868,0671041789,2
15060,98882,1558531025,5
15061,98882,0439050006,1
15071,98920,0312287712,4
15072,98920,0375724672,2
15084,98994,0812575180,2
15088,99036,0553568760,3
15099,99159,0316769487,5
15102,99166,1575660733,1
15107,99203,0375758453,5
15128,99298,0316561185,2
15139,99387,0804115710,1
15141,99398,0380719231,1
15142,99405,0399146253,3
15147,99444,0345384466,2
15148,99444,0821717448,1
15153,99456,0452263565,1
15155,99467,0425180050,1
15156,99485,0440224624,4
15159,99485,1551669005,3
15164,99546,0062507311,4
15166,99560,0517703963,1
15167,99564,0971880107,1
15170,99578,0156551411,1
15177,99638,156971620X,1
15180,99651,1853260800,1
15182,99687,0312926022,1
15187,99795,0552998486,4
15189,99805,0971880107,1
15191,99837,0553580221,3
15197,99890,067976402X,4
15199,99894,0486406466,2
15201,99900,0373790465,1
15205,99968,0671756443,2
15211,99974,0373441622,1
15219,100027,0448425831,5
15221,100033,0590396056,2
15225,100074,0375415319,1
15228,100108,0971880107,1
15229,100108,0586052771,1
15243,100178,0670839809,2
15245,100206,0425152251,4
15247,100229,0099245027,5
15250,100285,0451525027,4
15254,100356,0671735276,1
15257,100367,0440221315,4
15259,100377,1551668998,5
15265,100438,0312195516,6
15269,100464,1555973248,3
15271,100483,0425181480,2
15272,100483,0312974434,1
15274,100500,0812507274,1
15278,100552,0345353145,2
15289,100582,0553378570,1
15303,100709,0893753475,1
15304,100709,0307987906,1
15305,100709,0679449116,1
15309,100776,0446604844,3
15320,100894,0312966091,4
15321,100894,0767903382,5
15328,100925,0449209733,1
15332,100973,0140481346,2
15333,100973,0671664271,4
15335,101000,0553095390,1
15340,101018,1555842585,1
15342,101025,0743203631,3
15351,101077,0385720408,1
15352,101077,0062500589,1
15353,101077,0671708430,1
15357,101148,0312195516,6
15359,101148,0380725576,2
15360,101152,0679442405,6
15361,101152,0913299987,1
15367,101178,0471536210,1
15378,101283,0375700757,4
15380,101291,0553290789,4
15382,101292,0380725827,3
15383,101292,0373244665,1
15384,101296,0060647361,1
15386,101303,0743205987,1
15387,101306,038081093X,1
15392,101315,0971880107,1
15405,101403,0702226556,1
15408,101427,0380722704,1
15409,101428,0140196099,1
15430,101528,0553580388,6
15436,101572,0440223458,2
15440,101585,0679767231,1
15442,101594,0375505865,1
15446,101623,0439011876,1
15448,101642,0394575741,1
15449,101643,0439317746,3
15459,101697,0446607657,5
15460,101721,0395429226,1
15465,101744,0451405897,1
15466,101744,0440241073,4
15468,101744,0553566032,5
15476,101797,0140055665,1
15483,101845,0807070920,1
15486,101853,0440214920,1
15487,101855,0393057658,1
15491,101891,068483605X,1
15493,101908,0747542422,1
15496,101929,0345361792,5
15501,101968,0684862719,2
15502,101968,0785273603,1
15505,101997,0812505026,2
15506,101997,0671786075,1
15507,102038,0451406958,1
15533,102223,0441003702,1
15541,102238,0971880107,1
15542,102241,0425158632,1
15544,102248,0425190641,5
15545,102248,0425168298,4
15559,102346,0553295020,2
15561,102371,0142437263,1
15566,102386,1566195500,2
15567,102417,0679745203,4
15568,102417,0671891081,1
15573,102452,0553580000,6
15575,102452,0440220084,1
15578,102458,0425063186,1
15582,102473,0060172789,1
15591,102530,0440219329,5
15593,102535,0671400460,1
15595,102586,0553568728,1
15602,102624,0440220602,5
15607,102638,0380789035,6
15609,102649,0553148001,6
15616,102701,190307004X,1
15618,102710,0316969443,5
15620,102716,0767900383,4
15624,102726,0553135457,4
15626,102728,0451184963,5
15627,102730,0679429395,1
15628,102731,0440211727,6
15634,102759,0373484003,5
15646,102814,1575666243,1
15647,102814,0425177017,4
15648,102820,052594527X,6
15655,102902,0441889816,1
15657,102954,044651764X,1
15659,102970,0030640075,1
15662,102977,0440183669,1
15664,102992,0345347277,1
15675,103022,0525944230,1
15683,103100,0393315606,3
15688,103159,0316034401,1
15692,103174,0140067477,6
15693,103174,0140230165,5
15697,103178,0786889608,3
15708,103227,229030039X,1
15715,103289,1865084530,1
15720,103332,0671852337,1
15722,103343,0971880107,1
15723,103343,0380001411,5
15731,103394,0971880107,1
15739,103479,0451183665,4
15745,103492,1403315728,1
15766,103578,0140100180,1
15769,103591,1885535104,1
15770,103618,0553274295,7
15775,103636,0446523569,4
15777,103636,0440995779,2
15779,103642,0425180638,3
15780,103666,0971880107,1
15797,103765,0156001454,3
15803,103836,0743418263,1
15804,103855,0802140122,1
15809,103877,0525464689,4
15818,103953,0446609145,3
15821,103980,0345446984,1
15833,104057,0671028375,6
15834,104062,0440211727,6
15840,104120,0425171396,3
15845,104145,044023722X,4
15846,104147,0590414674,3
15854,104207,0940642107,1
15861,104279,0805059555,4
15864,104302,0670878847,1
15869,104335,0345443284,4
15870,104361,0345424719,5
15874,104431,0679745580,1
15875,104431,0312262469,1
15878,104442,034541005X,2
15879,104454,0330262130,2
15896,104509,0380793474,3
15906,104587,0671009184,1
15908,104613,0679744398,5
15911,104641,0446611778,4
15919,104716,0553296124,1
15924,104736,0061015725,5
15925,104749,0767913469,1
15926,104755,0913367036,1
15927,104771,0451524934,4
15935,104775,0684174693,1
15936,104787,0440205824,1
15937,104801,0440224675,4
15939,104809,0440235596,6
15944,104863,0441007554,4
15945,104863,0394530063,3
15950,104871,0061091316,1
15956,104910,0099993805,1
15959,104941,0671796240,1
15963,104989,1558745157,1
15964,104990,039914739X,2
15965,104990,0446606812,4
15967,104991,0399143947,4
15982,105113,0312212143,1
15983,105113,1583224912,7
15984,105122,0061013315,1
15998,105219,044661257X,1
16008,105241,0553297619,1
16009,105241,0449141497,1
16012,105259,1573223557,1
16016,105274,0140077251,1
16023,105323,0441157513,1
16028,105349,0449212602,6
16030,105383,0446606812,4
16034,105409,0807077143,2
16040,105430,0963414747,1
16041,105451,1841490431,1
16050,105531,0425181103,2
16055,105598,1558172785,1
16056,105624,0440234743,5
16065,105695,0971880107,1
16070,105767,1583331298,1
16075,105771,0439067553,1
16078,105837,0345351525,3
16079,105837,0451165535,1
16081,105845,1562054988,1
16086,105908,0425184226,2
16088,105921,0060926201,3
16093,105984,0553276824,1
16094,105985,0684832291,3
16095,106005,0375712925,1
16111,106082,0971880107,1
16115,106108,0440229103,2
16121,106126,0425166090,1
16122,106126,0590339478,1
16126,106162,0553348981,4
16131,106186,0060161701,1
16132,106187,0446363170,6
16134,106197,0671011618,1
16146,106249,044023722X,4
16147,106257,0449005615,5
16157,106299,0385324057,3
16159,106309,0380710722,2
16165,106372,0060081198,1
16166,106372,0393323757,1
16167,106379,0061099341,3
16176,106414,1894012011,1
16185,106439,0590035517,1
16186,106442,0786863986,1
16205,106563,0671023187,3
16208,106596,067150987X,1
16209,106596,0140067779,3
16215,106651,0451209907,4
16219,106678,0670892963,5
16221,106678,0312979509,2
16223,106684,0345449347,2
16234,106770,0821771426,1
16235,106770,0821770500,1
16238,106783,0312195516,6
16239,106783,0446522597,3
16243,106808,0553561278,1
16244,106808,0440146577,1
16245,106808,0486282147,3
16246,106808,0553378481,1
16247,106808,0394411595,1
16258,106879,0671027344,4
16262,106896,075222414X,3
16265,106914,0156029065,1
16286,107100,0971880107,1
16288,107113,0385722206,5
16289,107117,0060924985,2
16296,107210,0312420196,1
16307,107297,0151686564,5
16313,107315,0553348973,3
16314,107315,0061003824,1
16319,107351,0440514428,2
16332,107530,0345314018,1
16339,107610,0345337662,3
16341,107623,1573229628,3
16344,107634,0440220793,4
16345,107634,0006485936,4
16347,107634,0743411838,1
16348,107637,0517703963,1
16352,107649,067976402X,4
16353,107649,1558743790,5
16355,107649,0679749519,1
16356,107649,0883965046,1
16363,107671,0440225701,5
16365,107696,0553297171,1
16367,107728,0821732951,1
16371,107763,0020441509,1
16374,107817,0805063897,4
16385,107911,0671793888,4
16387,107916,0440216745,3
16402,108020,067976402X,4
16405,108086,0451410548,2
16406,108086,0375400206,1
16407,108099,0345402308,2
16414,108125,0312278233,1
16417,108140,0609809547,5
16422,108154,0515132187,4
16424,108159,0451129504,3
16431,108191,0451201744,1
16433,108194,0312291639,5
16438,108200,0449218805,1
16440,108201,0803265794,1
16448,108232,0061000175,3
16449,108232,0553801376,5
16460,108310,0671654160,1
16466,108349,0812969650,1
16483,108438,0553208845,4
16484,108438,0812932994,1
16491,108491,1857027051,1
16492,108491,0751514047,1
16499,108597,0812507568,1
16500,108598,038082101X,4
16504,108609,1878086952,4
16514,108734,0446531480,4
16519,108779,0345359925,2
16522,108831,0140288384,1
16527,108855,0804111227,1
16531,108866,0345369947,3
16535,108896,0061013889,1
16551,109035,0595170595,1
16556,109085,0312290527,1
16566,109152,0595301207,1
16567,109157,0810841479,1
16571,109244,0743417682,2
16575,109291,1559720069,1
16590,109340,0140275592,1
16592,109340,0702226157,1
16596,109377,0375412824,6
16605,109451,0971880107,1
16606,109479,0061030643,2
16609,109492,0425136981,4
16610,109493,0330330373,1
16612,109512,0727853481,1
16613,109515,0440351626,5
16614,109517,0515132187,4
16619,109544,0440124344,1
16624,109557,0812534352,1
16625,109564,0786016124,1
16630,109590,0380812916,1
16631,109598,0385336179,5
16632,109603,051511054X,2
16635,109628,0380017601,5
16647,109719,0345368754,3
16652,109811,0312978367,2
16654,109823,0971880107,1
16655,109823,0330360000,1
16657,109826,0804117683,4
16658,109829,0060517794,3
16659,109830,1551664631,1
16670,109893,0971880107,1
16685,109929,0399146431,4
16688,109962,059035342X,5
16694,109997,0679723412,2
16696,110021,0802130208,4
16697,110021,0060173696,1
16699,110032,0440505240,4
16705,110089,0671747096,1
16724,110176,0312280041,3
16725,110179,0060514930,1
16730,110221,0151731527,5
16732,110238,0060191988,4
16734,110254,0440459516,1
16742,110291,0345402871,4
16761,110404,0515093556,1
16768,110518,0373076444,1
16782,110599,0553277472,2
16797,110672,0553273914,1
16799,110676,1570621764,1
16800,110678,0380730138,3
16801,110678,0312278586,5
16802,110678,0517207346,1
16807,110738,0345440110,1
16812,110766,0312307497,1
16813,110781,0743474325,3
16831,110852,039473338X,1
16833,110864,0884046818,2
16835,110880,0140180788,6
16840,110898,193085904X,1
16841,110908,0446301582,4
16847,110961,0688162827,2
16860,111047,0140430423,1
16879,111225,0028635949,3
16885,111293,0385485158,1
16889,111308,0679442790,3
16890,111314,0671468200,1
16892,111329,0440226295,1
16896,111348,0399145087,4
16907,111419,0684872153,4
16909,111440,156731080X,1
16913,111462,0385336667,1
16915,111470,042518630X,4
16917,111470,044809570X,1
16922,111521,0425156842,1
16924,111525,0385335482,6
16937,111617,0671456555,1
16938,111617,0440507189,1
16958,111746,0142000205,4
16959,111753,0066211611,6
16961,111782,0446524999,3
16962,111787,0684874350,5
16967,111797,0060175400,4
16968,111833,0385482388,3
16969,111833,0553260111,4
16973,111880,044023722X,4
16974,111880,0451168615,2
16975,111881,1578632730,1
16978,111905,0767915054,4
16980,111922,0312305060,4
16994,112067,0060173122,1
16999,112102,1578562325,4
17004,112125,1576737330,2
17007,112133,0380789612,4
17013,112162,0140185488,1
17028,112237,0140177396,5
17029,112249,0918949246,1
17030,112263,080411188X,1
17040,112321,0061094145,2
17044,112376,0375413227,1
17045,112376,074341196X,1
17047,112399,042519311X,1
17052,112432,0971880107,1
17053,112432,0552998001,5
17061,112478,0440222656,4
17067,112540,0425158551,1
17078,112597,0822507374,1
17084,112653,0451201507,2
17085,112678,0671578669,1
17110,112839,0345419081,5
17114,112858,0553283316,1
17115,112861,044651862X,3
17117,112861,0679456988,1
17121,112878,082176828X,1
17128,112897,003078395X,1
17137,112938,067101403X,1
17142,112955,0595263127,1
17148,112984,0449219402,1
17154,113031,0425151875,4
17155,113031,0446604402,2
17173,113117,0452264464,1
17197,113238,0451171195,1
17198,113239,0312878869,1
17204,113264,0451408683,1
17218,113345,0971880107,1
17233,113428,0446522570,1
17236,113452,1586603981,1
17239,113470,039592720X,5
17251,113572,0140244824,1
17254,113611,034541389X,3
17255,113611,0345426037,4
17256,113619,0804118558,1
17259,113666,0553571575,1
17260,113671,0684872153,4
17278,113785,0517588684,1
17280,113796,0060931418,4
17284,113808,0312246625,1
17287,113823,0375410538,3
17290,113831,0345370805,4
17291,113831,0844254800,1
17304,113939,0345384911,2
17310,113985,0553263226,1
17314,114019,038077013X,1
17318,114049,0399146644,3
17319,114071,155874262X,5
17320,114071,0375504397,4
17321,114071,044651652X,5
17329,114128,0316769487,5
17330,114128,0060914653,3
17332,114158,0671880187,3
17346,114314,0609807919,4
17369,114408,0684848465,1
17372,114458,0671525700,1
17376,114503,0684852683,1
17382,114568,0345368754,3
17388,114582,0553580221,3
17389,114589,1856978826,1
17392,114600,0425157539,1
17393,114600,0440498058,5
17396,114610,0060928336,5
17397,114610,0141000198,4
17398,114612,0758203373,1
17420,114788,1584350148,1
17421,114792,0380796104,1
17422,114793,0380716542,2
17425,114801,0702233722,1
17426,114805,0472081780,1
17429,114824,0452282276,4
17430,114824,0452281725,5
17435,114841,0425167313,3
17436,114841,0440223202,5
17447,114909,0140293248,5
17449,114912,0345272463,1
17452,114949,0312140940,4
17453,114949,1400034779,5
17455,114958,0452282152,5
17469,115084,0393044548,1
17470,115087,0971880107,1
17474,115114,0679442790,3
17475,115126,1854796429,1
17478,115177,0374121230,5
17480,115183,1853260150,1
17481,115183,0451523261,4
17483,115202,0445409134,1
17484,115203,0307247090,5
17494,115280,0425178579,1
17501,115316,078688097X,1
17502,115322,0394484479,4
17514,115379,0375758267,1
17520,115416,0064401847,1
17524,115438,0486270637,1
17541,115541,1551668440,1
17542,115542,0330370057,3
17544,115549,051513239X,3
17548,115565,002026478X,4
17550,115571,0971880107,1
17552,115582,0920668372,5
17556,115585,0312244266,4
17558,115590,067172455X,1
17559,115598,0670035262,1
17572,115689,0451165209,1
17581,115744,0373872410,4
17588,115789,0399134409,1
17598,115833,0786866470,1
17599,115833,0380804557,5
17603,115833,0394711033,1
17606,115879,0140266771,5
17608,115926,0345339703,5
17610,115937,0312291639,5
17614,115948,0399145990,3
17615,115948,068485029X,1
17618,115960,1573222267,3
17630,115979,0345422317,5
17633,115993,0066238501,6
17638,116017,0156006529,5
17651,116109,1886913137,1
17659,116179,0671027344,4
17665,116218,0671510053,3
17666,116218,076422154X,1
17668,116257,042518689X,1
17669,116266,0609602934,1
17672,116271,0385335881,5
17678,116299,1930110979,1
17679,116315,0451209540,3
17680,116325,0971880107,1
17704,116479,0312971087,1
17706,116490,0425152251,4
17708,116496,0743221834,1
17715,116542,0304363871,1
17717,116543,0385335709,1
17718,116543,0446671916,2
17734,116678,1583220410,3
17735,116693,081297106X,3
17736,116693,0553280414,4
17741,116705,0312266529,1
17749,116743,0425171396,3
17755,116798,0395441145,1
17756,116801,0782124674,2
17762,116825,0394585852,2
17763,116834,0312498349,5
17771,116895,0385505833,4
17778,116968,0312291639,5
17779,116979,0671866397,1
17780,116984,014101282X,1
17781,116993,0971880107,1
17786,117021,0064408582,1
17788,117033,0345384466,2
17789,117033,0679441018,4
17793,117061,0425179885,6
17798,117103,0425150143,4
17799,117103,0451203089,1
17818,117158,0330349678,3
17821,117185,0805425500,1
17828,117229,0394820371,2
17830,117229,0380793482,2
17831,117243,055356160X,4
17835,117274,1585710016,1
17837,117279,0380002930,3
17871,117348,0312437382,1
17872,117366,0140177388,1
17879,117399,0440205085,1
17882,117411,084993785X,1
17883,117411,1575661594,1
17887,117416,0316154059,6
17895,117444,0679723137,4
17898,117460,0399140751,1
17899,117463,0688156134,2
17900,117463,0446516325,1
17901,117464,0552999458,2
17907,117531,0671776975,4
17916,117573,0374129851,1
17917,117573,0345450280,1
17918,117573,0609610295,1
17926,117618,0446606812,4
17927,117618,0446608955,4
17932,117653,0312854315,1
17933,117653,0312857675,1
17934,117653,0312854277,1
17944,117733,1592866816,1
17945,117734,1592866816,1
17964,117814,0060555459,1
17967,117834,0156907399,1
17968,117834,055321263X,1
17969,117834,0440218004,1
17980,117911,0345342968,5
17982,117918,0385312202,3
17983,117918,0553352024,1
17987,117932,0759678057,1
17988,117933,1578660742,1
17992,117943,0451176464,4
17996,117990,0971880107,1
17997,117990,1585421170,1
17998,117990,0349112851,1
17999,117990,1581950063,1
18003,118050,0142001740,6
18008,118060,044100914X,1
18009,118064,0385425767,1
18011,118068,0345465083,3
18014,118076,0449223612,5
18018,118102,0563405910,1
18027,118167,0316769487,5
18037,118196,0385720106,3
18039,118218,0913089257,3
18040,118235,0971880107,1
18046,118289,0971880107,1
18052,118341,1556618786,1
18055,118396,0061059080,1
18058,118409,0786889616,4
18059,118412,0553214047,4
18062,118421,0061056774,1
18064,118425,0425133540,3
18065,118435,0449221490,1
18068,118445,0553268880,3
18069,118450,1589820665,1
18079,118511,0425181626,1
18080,118531,0060761555,6
18084,118574,0761511520,1
18086,118585,0609801104,1
18090,118595,0380600129,6
18105,118635,0786866586,5
18106,118635,0552996181,4
18111,118693,0691004420,1
18113,118702,0671032658,2
18117,118723,0440978505,1
18120,118739,0062503006,1
18123,118758,0312291639,5
18127,118781,0671869094,1
18132,118849,0060809590,1
18134,118860,0394747380,1
18144,118900,0743458141,1
18148,118949,1573225789,6
18156,118978,1857987489,1
18157,118988,0553575104,1
18163,119028,0684872153,4
18164,119032,0425170349,4
18166,119045,044022571X,1
18174,119114,0590425463,1
18185,119188,1854799320,1
18194,119219,0679756450,1
18196,119219,0553279262,1
18198,119222,0140240209,3
18202,119243,0553377760,1
18209,119273,0393307050,4
18213,119284,0399147128,4
18220,119341,0553564528,1
18224,119414,067976402X,4
18228,119447,044020271X,1
18232,119466,0060956445,1
18246,119536,0449005615,5
18263,119684,0195085140,1
18267,119734,0394543963,1
18271,119772,0679745580,1
18275,119779,1853260398,1
18277,119814,0889841551,1
18279,119824,0679426159,3
18281,119826,002026478X,4
18285,119879,0552998036,4
18290,119942,0671027344,4
18291,119943,0452282195,5
18297,119975,0865472807,2
18301,120042,0345273303,2
18310,120083,0140434186,3
18311,120097,0440219760,3
18312,120097,0061030597,2
18314,120134,0451459067,3
18331,120366,0312192967,1
18336,120408,0345427653,3
18347,120457,1860492592,3
18351,120476,068486780X,1
18353,120499,1555174736,1
18355,120513,0449910830,4
18358,120560,0060175400,4
18361,120578,0399141464,4
18365,120596,0425092046,1
18381,120642,0330334026,1
18386,120657,0830718982,1
18392,120722,0380759500,1
18399,120745,0140390243,1
18400,120749,0345417623,5
18403,120764,0345443284,4
18405,120772,052593829X,3
18406,120781,1863510397,1
18409,120812,0440482534,1
18411,120825,0399139818,4
18415,120857,0151008116,7
18417,120862,0553089196,1
18435,121020,0805063897,4
18443,121078,0425105334,3
18462,121210,1559721723,1
18465,121227,0553277472,2
18472,121257,0449005615,5
18473,121257,051512219X,4
18476,121263,0971880107,1
18478,121273,0380619458,6
18484,121323,0971880107,1
18485,121327,0525946829,4
18491,121353,0679762108,4
18499,121375,0373264488,1
18501,121389,0486280381,1
18511,121433,0060509392,2
18516,121444,0451409787,1
18521,121480,0813518121,1
18523,121504,068484267X,4
18532,121560,0061097314,5
18534,121577,0312864124,1
18540,121617,0316648043,1
18546,121749,1579620329,1
18566,121887,0312861761,5
18572,121960,0679728759,6
18575,121975,0767905180,5
18586,121998,044022165X,4
18589,122020,0449000605,1
18591,122050,157297334X,1
18599,122138,038549209X,1
18614,122238,0385311923,1
18615,122245,0425172600,1
18618,122256,0517707918,4
18620,122256,009928958X,1
18628,122315,0553295276,2
18630,122335,0971880107,1
18635,122411,082175758X,1
18648,122479,0515130923,5
18650,122499,0553265954,2
18654,122512,0875849121,1
18656,122518,0312970285,1
18659,122545,0525939113,1
18660,122546,0553277472,2
18662,122566,184195280X,3
18664,122569,0752202847,1
18675,122647,0399143025,4
18678,122691,0060391626,4
18683,122718,0679408126,1
18687,122765,0679756973,4
18693,122769,0395593034,3
18694,122786,0446610100,3
18695,122786,044023574X,4
18696,122786,0440223202,5
18703,122849,0451211561,4
18706,122868,1556524404,1
18722,122947,0345384466,2
18723,122953,0684872153,4
18727,122991,0449907481,3
18731,123015,0515115029,1
18736,123041,0811818276,5
18743,123075,067976402X,4
18747,123088,0886775744,1
18748,123099,0451160312,1
18751,123114,0971880107,1
18758,123148,068484267X,4
18759,123148,0140293248,5
18770,123191,0375726446,1
18774,123198,0439376068,1
18775,123198,0440241065,1
18776,123198,0590457438,1
18779,123210,0345327217,1
18783,123252,0451167317,3
18786,123272,0451208765,4
18796,123336,044022165X,4
18803,123387,0060927860,2
18814,123470,0007107900,1
18815,123487,0061008095,3
18818,123494,0446600415,5
18821,123511,1550544683,4
18822,123528,0595225527,1
18836,123604,1551668246,1
18846,123665,044651862X,3
18851,123696,0446607193,3
18853,123702,0812534581,1
18861,123730,0316781010,6
18862,123735,0451168615,2
18864,123751,0971880107,1
18875,123846,0142001821,6
18883,123922,0886776430,1
18889,123976,0140036113,1
18894,124008,0743418174,5
18900,124059,0553268449,6
18901,124059,0060920076,1
18906,124091,0345417097,1
18907,124107,1550544683,4
18908,124131,0316290238,1
18910,124184,0786868716,6
18911,124204,0140244824,1
18913,124204,0688177859,5
18914,124204,0345435168,4
18922,124239,0449704033,1
18925,124280,0679748806,1
18928,124320,0385319940,1
18929,124320,0609603523,1
18930,124320,1887299300,1
18933,124326,0807555045,1
18944,124412,0061030996,2
18945,124427,1840181745,1
18952,124468,025320299X,1
18963,124516,1555610498,1
18967,124558,0553110748,1
18968,124561,0375505660,1
18973,124572,0440224071,3
18974,124581,0425098885,3
18977,124591,1567183557,1
